1.94 153
1.93 168
1.95 171
1.92 195
1.96 205
1.91 222
1.9 243
1.97 274
1.875 301
1.85 352
1.98 404
1.8 450
1.6 822
1.99 862
1.4 1183
1.2 1544
1.0 1907
